Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,Down/Up Ratio,Avg Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Idle Mean,Idle Std,Idle Max,Idle Min,label,label_name
-0.8145844299001531,1.030547686485311,-0.06729243475448532,-0.04644004128516759,-0.035485776563588256,-0.029528616607351958,1.191868007680352,-0.5126463549495704,1.9060150535359162,3.9110089824871963,-0.289074275709077,-0.3891673236139225,-0.43959015289011494,-0.35271632189846097,-0.05319486818308311,-0.16784132256962303,2.621539950516268,4.31927047647083,2.7532399610356912,-0.1596243610603656,1.063319270285781,5.1246100821191,-0.369960426144403,2.8303438484074124,5.670212522560005,1.2150671816132332,5.894034048115519,-0.33315896844188514,3.174882331988053,6.787898930654067,3.0842983512796542,-0.06425597067659412,-0.04547706208146151,-0.14139723342855767,-0.16729381535632584,-0.5930617393663896,0.6674142709194977,1.5935547324224102,2.132639452257199,0.3186081202590684,-0.8040821723174694,-0.565751987221938,-0.11707902349484556,-0.07715462325363538,-0.05079689041361243,0.024640407054573692,1.9978605527228046,1.9060150535359162,-0.43959015289011494,-0.0538190404533735,-0.044196230817871565,-0.6032479620744754,1.4460145700058877,-0.40786873997512774,-0.4319006120677954,0.06170108798976194,-0.0655973135540639,0.5460987975323957,1.0103179815853935,-0.29468312960738446,0.940864644021148,1.1413829943896234,5,p2p
1.1957814162801224,-0.5669053181083136,-0.0676633885123448,-0.04669279091306433,-0.035770732027505886,-0.02951975837016602,-0.2664485385894675,0.5550259556786821,-0.1704034357949871,-0.37740599906806493,-0.23688433476182602,0.16906380745748778,-0.25025440196798726,-0.36574469036289525,-0.052980302305865395,-0.16768472673020154,-0.3350977361001963,-0.42632194515263755,-0.5051245857056299,-0.11001799099877632,-0.5545315286933536,-0.3699891919330039,-0.369960426144403,-0.49712852652196976,-0.24895022066855246,-0.4880569038303302,-0.30553421062076,-0.33315896844188514,-0.42687304780129387,-0.1876600229198889,-0.3242228494481109,-0.06485000632312524,-0.045872124747570436,-0.14128696983354733,-0.16709957401762243,0.754719622697408,-0.2802755345039794,-0.3075756937213938,-0.47675301941136633,-0.07009105738119162,-0.8040821723174694,-0.565751987221938,-0.11707902349484556,-0.0795588819708376,-0.051448621329458835,0.024640407054573692,-0.26964124967356623,-0.1704034357949871,-0.25025440196798726,-0.0538190404533735,-0.044196230817871565,-0.6032479620744754,-0.20258716872509372,-0.24202831995094692,-0.5415440582883201,-0.2409743577576952,-0.0655973135540639,-1.0487239406488384,-1.0605278200459969,-0.2946833491198081,-1.0764412094049016,-0.8856718168061626,1,browsing
-0.8145844299001531,-0.5738566616679518,-0.06692148099662586,-0.04694554054096107,-0.035780114380504116,-0.029529370499878423,-0.31446460549393007,-0.5126463549495704,-0.3117937998544844,-0.37740599906806493,-0.29351597281097075,-0.3891673236139225,-0.44731814272367115,-0.36574469036289525,-0.053207487917004526,0.275227661341981,-0.37404477666797775,-0.4263095708470816,-0.5193037572903307,-0.15963230310472354,-0.5545277780548011,-0.3699828229104305,-0.3699467839818238,-0.4971211273523688,-0.24894966057452445,-0.4880569038303302,-0.30553421062076,-0.33315896844188514,-0.42687304780129387,-0.1876600229198889,-0.3242228494481109,-0.06388469839751217,-0.045970890414097666,0.48255875851971153,-0.16729551414607227,-0.5930617393663896,-0.3264380751693064,-0.49943288603105696,-0.5175091283580947,-0.07018300941096363,-0.8040821723174694,-0.565751987221938,7.753394237138772,-0.0795588819708376,-0.051448621329458835,-0.04367737897706382,-0.5498942814304211,-0.3117937998544844,-0.44731814272367115,-0.0538190404533735,-0.044196230817871565,1.657693125992762,-0.3116386456061314,-0.41477875747613524,-0.5415440582883201,-0.2409743577576952,-0.0655973135540639,0.5460987975323957,0.969905452762827,-0.2946833491198081,0.9014969465898433,1.101825046174533,6,video-streaming
-0.8145844299001531,-0.3814666925910138,-0.0639538509337501,-0.04441804426199367,-0.035487384966959384,-0.028659001578076992,0.6801539232413656,-0.5126463549495704,0.08924069009796737,0.8412703594239436,1.3277034693802303,-0.3891673236139225,1.337074662676556,2.6093021541099475,-0.052662196416720077,-0.1677827321385671,-0.3201723672828518,-0.25484139603768524,-0.21313764593127943,-0.15963248360573165,-0.3605258458363234,-0.30410032653160984,-0.10733515861887884,-0.1858165469244047,-0.24894854038646838,-0.2838372707318313,-0.22293609737078307,-0.03456411122227404,-0.08774669398082934,-0.18765650262182373,-0.3242228494481109,-0.06069175679740743,-0.04335360025112606,-0.14135396778036133,-0.16722468146915734,-0.5930617393663896,0.9950777948577009,0.7351702815970593,1.63535841516828,0.1863896978285799,1.03677562337886,1.7603942488703836,-0.11707902349484556,-0.0699418471020287,-0.048189966750226805,-0.04367737897706382,0.709645087769439,0.08924069009796737,1.337074662676556,-0.05150563283166041,-0.0413557374299705,-0.6032479620744754,0.02193057779468973,1.0985150752445145,0.8360758339833325,-0.10374541064191584,-0.06389203608190547,0.5460987975323957,1.0103321047666243,-0.29468334086680786,0.9408784020595994,1.1413968189160273,1,browsing
1.1957814162801224,-0.3358922501668456,-0.06692148099662586,-0.04694554054096107,-0.03576403034679287,-0.029529370499878423,-0.2870268529770943,0.09745210826657383,-0.23099930610620023,-0.37740599906806493,-0.29351597281097075,-0.3891673236139225,-0.44731814272367115,-0.36574469036289525,-0.05320285541205858,-0.16783576687021506,0.29241132943966197,-0.13547298646444975,-0.19473390852836947,0.40279259315184124,-0.31456955231182787,0.03749428665631914,-0.04931141982548652,-0.1671049915784366,0.041917436574772426,-0.4880569038303302,-0.30553421062076,-0.33315896844188514,-0.42687304780129387,-0.1876600229198889,-0.3242228494481109,-0.06455298849985967,-0.045970890414097666,-0.14138844523593924,-0.16729551414607227,0.17709903895578044,-0.3083351180456488,-0.404297085192263,-0.5175091283580947,-0.07018300941096363,-0.8040821723174694,-0.565751987221938,-0.11707902349484556,-0.0795588819708376,-0.051448621329458835,-0.04367737897706382,-0.4263667772650869,-0.23099930610620023,-0.44731814272367115,-0.0538190404533735,-0.044196230817871565,1.657693125992762,-0.18334279045196944,-0.41477875747613524,-0.5415440582883201,-0.2409743577576952,-0.06446046190595828,-1.0487239406488384,1.0103321047666243,-0.2946833491198081,0.9408784020595994,1.1413968189160273,5,p2p
-0.8145844299001531,-0.5472537656946282,-0.0639538509337501,-0.04416529463409693,-0.03560158160630925,-0.029505434412163224,-0.12651600075360522,-0.5126463549495704,-0.06720682681274169,-0.05803508457198336,-0.1758109996107876,-0.3891673236139225,-0.4027065633731453,-0.21855635465692821,-0.05265988343315104,-0.16738847231430207,-0.3669584377123248,-0.4063492735101761,-0.48519338816032526,-0.15963158110069098,-0.5351897408232791,-0.36342026883957645,-0.34027189293549,-0.46242542404227616,-0.2489466734063749,-0.45982012590936694,-0.2952556976889528,-0.2991320507799264,-0.38932331492155,-0.18765892282674354,-0.3242228494481109,-0.06069175679740743,-0.04310668608480798,-0.14107836866874138,-0.16673210033328256,-0.5930617393663896,-0.20243281887225162,-0.3354270420080304,-0.29079466624174016,-0.06733766848865742,1.03677562337886,1.7603942488703836,-0.11707902349484556,-0.0687397177434276,-0.04802703402126521,0.024640407054573692,-0.38292158215481653,-0.06720682681274169,-0.4027065633731453,-0.05121645687894627,-0.04328956828193547,-0.6032479620744754,-0.11919486287488845,-0.38022866997109755,0.8360758339833325,-0.1066395184897003,-0.061618332785694216,0.5460987975323957,1.0103321047666243,-0.29468334754821696,0.9408784020595994,1.1413968189160273,5,p2p
1.1957814162801224,-0.5659572822602869,-0.06729243475448532,-0.04644004128516759,-0.03576349421233582,-0.029514669595612397,-0.2719360890928347,0.4330062630354532,-0.18656233454464394,-0.37740599906806493,-0.24132603186371973,-0.049850361590124084,-0.29662234096932466,-0.3136312165051581,-0.05288201559612571,-0.16756465960109038,-0.35929929423073137,-0.40295772005216196,-0.503196371136769,-0.15962869308456085,-0.5545308653151062,-0.3699869389454269,-0.369960426144403,-0.4971271621360859,-0.24894779359443098,-0.48805472821678136,-0.30552629113644114,-0.33315896844188514,-0.4268684468283696,-0.1876511121654115,-0.3242228494481109,-0.06470149741149245,-0.045773359081043206,-0.14120242715017656,-0.16695064286773584,0.600687467032974,-0.28389612592871094,-0.3367506629675765,-0.4859395819281058,-0.07012783819392254,-0.8040821723174694,-0.565751987221938,-0.11707902349484556,-0.0795588819708376,-0.051448621329458835,0.024640407054573692,-0.3518642465939658,-0.18656233454464394,-0.29662234096932466,-0.05266233664251695,-0.04382897510711264,-0.6032479620744754,-0.21541675424050993,-0.2834884249569921,-0.5415440582883201,-0.2409743577576952,-0.06502888773001109,-1.0487239406488384,1.0103321047666243,-0.29468334803925506,0.9408784020595994,1.1413968189160273,1,browsing
-0.8145844299001531,-0.5731949241443732,-0.06692148099662586,-0.04694554054096107,-0.03577180429641997,-0.029529370499878423,-0.2719360890928347,-0.5126463549495704,-0.2700499793687315,-0.2785482984652555,-0.29351597281097075,-0.3891673236139225,-0.44731814272367115,-0.36574469036289525,-0.05235158375528302,-0.1653662152397543,-0.3721914784775152,-0.4239249964997121,-0.5179575527236926,-0.15961984853516223,-0.5538604960815691,-0.3688497001392618,-0.36731788890712175,-0.4957523334525726,-0.24894321949320203,-0.4880569038303302,-0.30553421062076,-0.33315896844188514,-0.42687304780129387,-0.1876600229198889,-0.3242228494481109,-0.06388469839751217,-0.045970890414097666,-0.13791068176888596,-0.16729551414607227,-0.5930617393663896,-0.2983784916276371,-0.46256776320602433,-0.4491234648228515,-0.06992412494423297,1.03677562337886,-0.565751987221938,-0.11707902349484556,-0.07835675261223649,-0.05095982314257403,-0.04367737897706382,-0.5020273738976807,-0.2700499793687315,-0.44731814272367115,-0.0538190404533735,-0.044196230817871565,1.657693125992762,-0.24749071802905043,-0.41477875747613524,2.391842736981621,-0.2409743577576952,-0.06502888773001109,0.5460987975323957,-1.0605278200459969,-0.2946833491198081,-1.0764412094049016,-0.8856718168061626,3,email
-0.8145844299001531,2.364293518402675,-0.06209908214445274,-0.04340704575040671,-0.03564527656455814,-0.02932600799086505,0.3755948703044888,-0.5126463549495704,-0.18479495499390022,0.31716628342403985,0.9046318204248555,-0.3891673236139225,-0.149514542917684,0.962574571244602,-0.05319759520468487,-0.16783708319421856,0.1934450785143106,0.2054578629420366,-0.001979235444961123,-0.15962959558960152,2.4082400565500275,0.3008284572224833,0.21077089653985143,0.02889512789868394,-0.24894321949320203,2.4936308656196404,0.5293648111862697,0.22135401298818724,0.1425117225163945,-0.18764088129915965,-0.3242228494481109,-0.0588353954019977,-0.04236594358585375,-0.1413939850697755,-0.16728902065930448,-0.5930617393663896,0.650216461652023,-0.2566831537348347,0.4137273641388459,-0.022176975585235365,1.03677562337886,1.7603942488703836,-0.11707902349484556,-0.07715462325363538,-0.04672357218957239,-0.04367737897706382,-0.30561863494143743,-0.18479495499390022,-0.149514542917684,-0.0538190404533735,-0.044196230817871565,-0.6032479620744754,-0.20900196148280184,-0.17292814494087158,0.8360758339833325,-0.1227982873064968,-0.06502888773001109,0.5460987975323957,0.9363753028370074,1.0527446320300846,0.9408784020595994,-0.8856718096939262,1,browsing
-0.8145844299001531,-0.566078810395711,-0.06692148099662586,-0.04694554054096107,-0.035780114380504116,-0.029529370499878423,-0.31446460549393007,-0.5126463549495704,-0.3117937998544844,-0.37740599906806493,-0.29351597281097075,-0.3891673236139225,-0.44731814272367115,-0.36574469036289525,-0.053207487917004526,-0.16763091111590364,-0.35226170229949016,-0.3981460185120178,-0.5034426041526957,-0.15961984853516223,-0.5466847590940815,-0.3566644601558468,-0.33889762667564105,-0.4809938238231989,-0.24894321949320203,-0.4880569038303302,-0.30553421062076,-0.33315896844188514,-0.42687304780129387,-0.1876600229198889,-0.3242228494481109,-0.06388469839751217,-0.045970890414097666,-0.1410999556817988,-0.16729551414607227,-0.5930617393663896,-0.3264380751693064,-0.49943288603105696,-0.5175091283580947,-0.07018300941096363,2.8776334190751895,-0.565751987221938,-0.11707902349484556,-0.0795588819708376,-0.05095982314257403,-0.04367737897706382,-0.5498942814304211,-0.3117937998544844,-0.44731814272367115,-0.0538190404533735,-0.044196230817871565,1.657693125992762,-0.3116386456061314,-0.41477875747613524,-0.45539563625790785,-0.2409743577576952,-0.0655973135540639,0.5460987975323957,-1.0605278200459969,-0.2946833491198081,-1.0764412094049016,-0.8856718168061626,5,p2p
